;Date;Review;Rating
1187;18/08/2021;"- Les techniciens on coupé et VOLE les câbles de l'antenne TNT --> plus de TV depuis presque deux mois.
- Services Clients incapables de répondre, à part se renvoyer la balle les uns vers les autres afin de gagner du temps (2 mois !)
- Le service LITIGE ne répond pas.
- Boitier CONNECT TV jamais reçu , malgré des appels quasi quotidiens. Ils utilisent une technique bien rodée pour vous renvoyer vers un autre service.
Ils m'ont même envoyé vers une boutique SFR pour récupérer une Connect TV, alors que les boutiques ne gèrent pas les offres RED.
- La résiliation c'est aussi l'arnaque 49 euros de frais et compliqué à trouver sur leur site.";1
1188;18/08/2021;"C’est vraiment une grosse arnaque.
Après bcp de péripétie pour mettre en place la qui fonctionnait pas très bien.
La résiliation est quasi impossible. Leur site est un vrai labyrinthe, impossible d’accéder à un vrai lien pour demander une résiliation, après pleins de moyens détournés je finis pas accéder à un conseiller via une autre ligne qui détourne mes questions malgré mon intention claire de résilier et qui coupe la conversation dès que j’affirme ma volonté de résilier mon abonnement.
J’ai réussi par un autre moyen détourné d’avoir un conseiller, 10 min d’attente sans musique qui peut vous faire croire qu’il n’y a personne au bout du fil. Finalement j’ai un conseiller qui de nouveau chercher par tous les moyens de me garder chez eux, et rebelote! Une fois que j’ai affirmé ma volonté de résilier, le micro se coupe! Cette fois ci j’insiste je reste bien en ligne 3 min en attendant que la conversation reprenne puisque manifestement je n’ai aucun pb de réseau et effectivement au bout de 3 min, le conseiller rallume le micro s’excusant d’une erreur technique …
Je ne voulais pas faire ma parano mais tout a l’air bien fait pour décourager lorsqu’on tente de résilier, ne lâchez pas c’est vraiment inadmissible!
J’attends de réussir à renvoyer ma box parce que je sens qu’on va de nouveau trouver un moyen de me facturer quelque chose de plus …";1
1189;16/08/2021;"Un enfer sur terre.

Fibre en panne pendant plusieurs mois, on me donne une box 4g avec le pire débit de France, Rdv perpétuellement repoussés, aucune explication pour les retards techniques. SAV entièrement délocalisé et sans réel pouvoir.

Au moment de la restitutions des équipements alors que je déplace le délais d'envoie d'une journée je suis facturé de 360 euros d'équipements manquants ( qu'ils avaient reçu entre temps) et qu'ils m'ont facturé trois fois.

J'avais aussi un abonnement mobile, il m'arrive tout simplement de perdre internet de temps en temps. donc je déconseille aussi.

Mon conseils pour une fibre sur Paris, allez chez Free.";1
1190;16/08/2021;"C'est Historique !!
1 étoile car obligé pour laisser un avis ...

Demande de fibre il y a 2,5 mois ... jamais personne n'est passé pourtant éligible.
Du coup on nous conseil de prendre l'ADSL en attendant un port fibre ... pareil 1 mois toujours rien...

Du coup on décide de se retracter concernant notre commande de l'ADSL ... Apparemment il y a une démarche à suivre pour annuler notre commande sur leur site, nous suivons la démarche et là, aucun lien pour le formulaire de rétractation ... (car vous avez le droit de vous rétracter sous 14 jours à réception de votre colis) car après c'est payant.
Au téléphone il nous explique qu'il faut suivre la démarche et ne comprennent pas que cela ne fonctionne pas ... (sauf que à lire les avis ils le savent très bien)
cela fait 3 heures que j'essaye d'avoir leur service rétractation mais à chaque fois ils raccrochent après 10/15 min d'attente ... ou encore pire, on me demande de raccrocher pour qu'ils me rappellent dans l'instant pour me re transmettre ce service et la toujours pas d'appel ....

Info :
- le service résiliation à quoi sert-il ? impossible de résilié une commande ...
- le service rétractation à quoi sert-il ? impossible de les avoirs au téléphone ...
- le site à quoi sert-il hormis commander? leur lien de rétractation / résiliation ne fonctionne pas !!!

Mais nous n'allons pas lâcher

Leur système est très bien fait pour faire de l'argent et nous balader ...

UNE HONTE !!! FUIEZ !!!";1
1191;15/08/2021;"J'utilise RED SFR pour le fixe et les portables.
5/5 pour sur une installation sur fibre, 3/5 pour une installation adsl cuivre qui s'arrête régulièrement . 5/5 pour les tarifs.
Par contre 3/5 pour les services de dépannage.";4
1192;14/08/2021;"Toujours un plaisir de contacter les équipes « d’assistance » téléphonique RED by SFR. Aujourd’hui j’ai même eu droit à un cours de Français par mon interlocuteur. Il m’explique gentiment que le RDV que son collègue étAIT censé prendre pour mercredi matin pour le passage d’un technicien à mon domicile et qu’il a pris pour jeudi matin (par erreur ooops) n’est plus disponible. Etait est de l’imparfait me dit-il, maintenant il n’est plus disponible. C’est la dernière (pour l’instant) des nombreuses erreurs que leur service technique a fait depuis ma mise en service. J’étais censé être branché au réseau RED by SFR le 30 août. Un technicien est passé à mon domicile mais a considéré que le problème venait de « dehors ». Un deuxième technicien est passé l’après-midi mais toujours pas internet, deux passages supplémentaire avec le premier technicien qui décrète une « panne de réseau de mon quartier ». J’attends donc que cette panne soit réparée mais personne ne me rappelle. Je vois dans mon dossier que « l’incident internet » ouvert le 2 septembre et marqué résolu le 15 septembre. Par qui ? je ne le saurais jamais…. Entre temps, un technicien a décidé que ma ligne marchait à distance et a activé mon dossier ; facturation mise en ligne (MERCI !). Sympa la facture de 58 euros alors que je n’ai toujours pas de ligne…..
Je rappelle donc lundi 20 pour voir où en est mon dossier. On s’étonne que je n’ai pas internet et me dit « ah ! Mais ce n’est pas normal ! ». SANS BLAGUE ! On me prévoir un nouveau RDV téléphonique pour le soir à 18hrs 30 pour faire des « manipulation de haute importance à votre domicile ». Je rentre chez moi, j’attends être rappelé et non. Le conseiller s’est trompé et a mis un rdv pour le lendemain 18hrs 30……. Je rappelle, réussi à avoir un conseiller qui fait les « manipulation de haute importance » = éteindre et rallumer la box…….. Vu que ça ne marche toujours pas, on me dit qu’un technicien doit passer chez moi. On me dit que pas avant mercredi. Je prends donc rdv entre 8hrs et 10hrs pour mercredi. Oh surprise, il s’est EGALEMENT trompé et je bénéficie donc d’un rdv pour jeudi entre 8hrs et 10hrs. Décidément, ils ne savent pas cocher des cases dans ce service « technique ». Bien évidemment, ils sont entrainés pour ne pas faire suivre l’appel au manager et « à leur niveau, vous comprenez monsieur, on ne peut rien faire d’autre ».
Bref, vous allez surement avoir de la chance et que l’activation de la ligne se passe sans accroches mais sachez que si ce n’est pas le cas, vous êtes partis pour un mois sans internet à prendre des demie journée de congés pour attendre des techniciens sans aucune compétence";1
1193;14/08/2021;"J'ai du passer par tout les services, j'ai fais toute les démarche possible. Mais non c'est impossible de résilier chez eux. Alors que je prenais la fibre mais que je ne la recevais pas. Je recevais pas vraiment internet non plus ..

Et maintenant il mappel constemment pour que je paye leur facture si je veux retrouver ma ligne 😂😂

Ils me doivent quasiment 100€ car j'ai fais les démarches demander après avoir chnager de fournisseurs, même mon fournisseur y a mis son grain de sel et rien.";1
1194;13/08/2021;"Installation de la fibre rapide, tout fonctionne très bien, l'application ne bug pas.
Le réseau mobile n'est pas aussi fulgurant que celui d'Orange par contre.";4
1195;13/08/2021;"Bonjour a Toutes et Tous,
j ai fais un retour box suite a ama résiliation en date du 14/08, photo du colis retour avec étiquette dessus et reçus de la poste, car j avais eu il y a longtemps un soucis avec eux mais je n avais a l époque rien garder donc pas possibilité de réclamer quoique ce soit, donc la j ai pris mes dispositions et bien la encore il m envoi des sms avec menace de facturer 150 euros car le colis et sois disant jamais arriver, je pense que chez red c est une pratique courante pour récupérer de l argent a moindre cout, alors a tous qui lisait ceci ne prenez aucun forfait chez eux c est un groupe de voleur et menteur, cordialement
philippe b. de blois";1
1196;13/08/2021;catastrophe totale, la galère intégrale, n'allez pas chez RED SFR !!!!;1
1197;12/08/2021;"Je mets une étoile parce qu'on peut pas rien mettre.
Vraiment nul le service by sfr .
De que tu as un problème tu peut pas compter sur eux .
Trop de temps pour réparer .. les conseilles ne comprends rien de leur travail , pas capable de résoudre les problèmes.

Pendant l'incident technique personne t'appelle, par contre a partir que tu demande la résiliation ,ils tappele 4 /5 par jour ..
Ils donnent l'incident technique comme résolu pour que tu paie la facture jusqu'à au jour de résiliation, alors que ton problème est pas de tout résolu et tu as pas de services. C'est du vol ça, non ?
Vraiment nul le service chez eux .";1
1198;11/08/2021;"Red by SFR, service de qualité médiocre.
Le SAV est honteux, raccroche au nez, ment, plus de mois sans fibre.
Le pire service téléphonique que j'ai connu.
Je déconseille vivement cet opérateur.
Gonflement de facture, problème de fibre etc...";1
1199;11/08/2021;Il n'y a plus de mots pour décrire la catastrophe red sfr .. honte à vous altice et sfr. Des semaines de coupure de fibre, des dizaines de jours sans pouvoir travailler, un service client qui ment, qui donne des rdv non suivis ... Ils ne sont même pas capables de fournir une connexion du niveau des modems analogiques v90 d'il y a 20 ans ! Si vous etes indépendant ou télétravailleur .. barrez vous avant la cata !;1
1200;10/08/2021;"Suite a une offre promotionnelle de fidélité que j'ai souscrit le 18.8.21 en toute confiance pour un abonnement de téléphone mobile à 2€ (200 Mo) mensuel au lieu de 5€, mais après avoir consulté la facture du 26-08-21 je constate que la remise promotionnelle de 3€ n'apparaît pas, j'ai discuté avec le service commercial le 17/9 vers 9h30, le conseiller à été très désagréable et antipathique, il n'a rien voulu entendre, il me dit qu'il ne pouvait rien faire, prétextant qu'il fallait rentrer un code promo au moment de la souscription, code que je n'ai jamais obtenu, trop facile d'invoquer des excuses pareilles, je trouve ces pratiques commerciales abusives pour profiter de la crédulité des clients, d'ailleurs on ne m'a jamais demandé de code promo pour mes deux autres abonnements (box et mobile) c'est bien la preuve que c'est un mensonge avec une intention délibérée d'embrouiller le client, comme l'augmentation soudaine de 3€ pour mon autre abonnement à 5€ avec comme argument : vous ne trouverez pas moins cher ailleurs ! et comment me faire croire qu'il n'y avait aucun moyen de solutionner le problème vu que c'est une offre réservée aux clients, je suis chez Red depuis 2017 ! C'est prendre les clients pour des idiots pour faire plus de profit !
La vérité c'est que c'est bien une offre à 5€ mensuel déguisée en 2€ pour appâter les gens crédules.
Je suis retraité avec de petits revenus,
je voulais simplement grouper mes deux forfaits chez le même fournisseur au même tarif (2€) que chez free ou je suis resté 10 ans sans jamais de soucis. Bien mal m'en à pris, malheureusement nous vivons dans un monde de profiteurs pour ne pas dire autre chose mais
heureusement que la concurrence et rude dans ce secteur et ce n'ai pas les opportunités qui manquent avec de bien meilleurs services à bon entendeur salut.
Bien cordialement.";2
1201;10/08/2021;Forfait telephone à 20€ par mois, vous rajoute 2€ (Pour + de go internet) que vous pouvez soit-disant annuler en cliquant sur un lien. Comme par hasard le lien ne fonctionne pas;1
1202;09/08/2021;Bonjour, j'ai souscrit une offre fibre avec la box 8 red by SFR, j'ai pris le l'offre a 2go de débit en téléchargement, quelques jours après l'installation j'ai fait des test de débit sur mon pc en étant connecter avec un câble cat7, le résultat du test m'on donné que j'avais que 1go, suite à ce résultat j'ai appelé le service technique avec le numéro de téléphone qu'on m'avait donné lors de mon inscription et au final je m'aperçois que ce numéro ne sert à rien car après une dizaine d'appels à ce numéro le service est incapable de me donner la raison pour laquelle je n'ai pas mais 2go de débit comme était mentionné sur l'offre, pire encore lorsque que j'ai la personne au bout du fil et me dis je vais vous passer le service technique pour répondre à votre question à chaque fois soit le service en question ne réponds pas ou alors au moment que je pose ma question on me raccroche au nez, ensuite quand je demande une réduction sur mon forfait vu que je ne veux pas payer l'offre à 2go encore une fois personne ne peut faire le nécessaire, alors je vous conseille de réfléchir à deux fois avant de vous engager avec red où SFR.;1
1203;09/08/2021;"Se sont des escrocs !
Ils vendent des produits mensongers et prélèvent sans votre accord !
Vous respectez le délais de rétractation et l'envoi du matériel et ils veulent encore vous faire payer!
On arrive jamais a avoir des personnes qui ont les mêmes informations au téléphone
Il faut absolument trouver le moyen de détruire cette enseigne qui arnaque les gens !";1
1204;09/08/2021;"Malgré tous les avis négatifs, j'ai tenté l'aventure. J'ai besoin de réduire mes frais fixes et prends donc le risque de migrer vers RED en me disant que le service client à distance, via Facebook ou chat, ça peut marcher avec de la patience.
J'ai donc migré mon ADSL (pas de fibre dans mon coin) et 4 forfaits téléphoniques.
Pour la box, tout à marché comme sur des roulettes. En 48h après la commande, la box RED était branchée et marchait, le numéro précédent avait migré et visiblement, le technicien qui a fait sa bidouille dans le boitier de raccordement pour faire la bascule l'a fait comme il faut. J'ai été surpris de la rapidité et ai eu une personne au bout du fil qui m'a tout expliqué et qui m'a rappelé à une heure convenue pour vérifier que tout foncntionne. La box TV est arrivée au bout de 3 jours et tout marche nickel.
Pour les 4 lignes, là aussi, aucun pépin. Je me suis assuré au préalable de la couverture SFR vers chez nous. J'ai eu quelques soucis avec une demande où j'ai fait une fausse manipulation. J'ai demandé via chat et via Facebbok messenger comment procéder. Pas de réponse immédiate, mais des réponses cohérentes au bout de quelque temps m'expliquant comment régler les soucis. Les échanges ont été cordiaux et même si tout ça est très impersonnel, j'ai obtenu ce dont j'avais besoin.
Une annulation de commande qui a fonctionné et la commande de la promo forfait + téléphone qui a mis plus de temps que prévu (leur site semblait pris d'assaut et le traitement à du prendre plus de temps par conséquent...) donc bon, rien d'anormal.
Franchement, quad on paie bien moins qu'ailleurs, on n'a pas forcément le même suivi. Ca me semble normal. Pour le reste, ça marche quand même remarquablement bien. Faut surveiller les mails pour s'assurer de ne pas tomber dans le panneau d'une augmentation non voulue... les pratiques ne sont pas top mais c'est malheureusement pas mieux ailleurs...
Donc moi je dis, si on veut faire des économies, on peut tout à fait passer à RED, si on surveille bien ce qui se passe... mais... je dirai ce que j'en pense au bout d'un an ;-)";5
1205;09/08/2021;"Une vrai catastrophe dès qu'il y a un problème, pour la fibre du moins. Déjà deux semaines que je suis sans Internet, avec la data qui ne passe pas dans mon appartement, obligé d'étudier dans la rue, c'est vraiment pas terribles
Ils reconnaissent que le problème vient d'eux, mais à part des rendez vous téléphonique pour dire que ça ne fonctionne pas, et des rendez vous avec des techniciens qui ne viennent jamais, rien ne change !
Malgré vos prix attractifs, je préfère passer chez un concurrent plus cher mais qui, au moins, me fourni internet et est capable de répondre en cas de problème
De plus, il vous sollicite grandement, pour ne pas dire oblige, à souscrire à un abonnement plus cher
Je déconseille à tous mes amis de souscrire à red by SFR";1
1206;09/08/2021;"Rabachage au client +1000 compréhension de texte 0 contacte avec la clientèle étonnamment 0... Comment vous dire clairement leur professionalisme!... Je viens de converser avec mon 9 ieme conseiller RED pour la raison suivante😤..
Une offre mobile Xiaomi 10 pro avec un forfait... J'en viens as me demander comment j'ai pue resté client chez eux durant plus de 3 ans sur un forfait que j'apprécié beaucoups... Et la BAM le 5 ou 6 Septembre lors de la commende de l'offre que ce soit sur l'application RED, Google ,d'une tablette, smartphone, ordinateur tous leur site été HS ce qui fait que le changement de forfait ai été sauvegardé alors que le mobile lui n'ai pas été commender... L'offre venais de ce présenter🤯😳 Je me retrouve avec un forfait qui ai doublé SANS NOUVEAUX TELEPHONE.... Aucun Professionnalisme le jours même du 1er essaie de commende je les ai contacter par mail et comme seule réponse evidament Nous somme désolé des problème occasionné après m'être expliqué as mainte et mainte fois et encors as mainte reprise il trouve sa normale et décide donc de tous faire SAUF assumé et dire que le cité été HS que l'adresse mail indiquée ouvrait une discution avec un ordinateur 👍 Tous comme leurs conseillé as aucun moment j'ai été persuadé d'interchanger avec un ou une humaine... RED et donc dirigé par une seul et unique Personne as l'aide de sont ordinateur 🤯🤯😳 (avant dernière étape de la commende validé puis 3 sec plus tard avec mon numéros de téléphone sur la page Google j'aurai été redirigé sur un site SFR et non RED et bien oui ils n'ont aucun rapport entre eux il n'ont donc aucune boutique)";1
1207;08/08/2021;Je confirme tout ce que j'ai lu. Service client nul, ils vous raccrochent au nez. Ils m'ont proposé une offre très alléchante par téléphone pour une box + tv. J'ai accepté sas avoir de contrat papier. Résultat ils m'avaient dit que je ne serai pas facturée le premier mois, c'est faux, qu'ils me baisseraient mon forfait mobile, c'est faux! Bref des menteurs que l'on n'arrive pas à joindre avec le numéro de service client. Je me rabats sur le service technique, le seul à répondre, le gars me dit qu'il va me passer le service client et me raccroche au nez. Bref, une belle arnaque!;1
1208;06/08/2021;A la base forfait a 25 euros puis 2 euros chaine tv et 5 euros bouquet enfant. Mon fils a acheté des films par inadvertance, je régule la facture, les previens bloque l'achat multimedia via l'application resultat le mois d'après film de nouveau acheté, le blocage ne fonctionne pas et ils ne peuvent rien faire. Déjà là cest inadmissible. Aujourd'hui 70 euros de facture alors que je n'ai plus accès a l'application et que je nai plus internet, ni tv depuis 3 jours et bien sûr impossible a joindre d'où sorte cest 70 euros je ne sais pas j'ai plus de connexion. Demain prochaine etape résiliation directe et 50 euros pour retirer leur m..... Passez votre chemin, ou garder un memo avec coordonnées des répressions des fraudes;1
1209;06/08/2021;"service client pitoyable à l'image de l'opérateur. Pas d'internet depuis 3 jours. c'est pratique quand on est en télétravail. j'appel le service client tous les jours (car ils nous demandent de les rappeler pour voir si le problème a été régler..) chaque jour on me dit ""oui nous avons un bug depuis ce matin"".. ca fait 3 jours qu'on me dit que ca ne marche plus arrêtez de prendre les gens pour des jambons. service client qui raccroche au nez.. du jamais vu.. c'est vert c'est clair. bon et bien on va aller voir ailleurs alors";1
1210;06/08/2021;je suis nouveau clients chez eux , mais j ai une remarque/ les barres de réseau ne dépasse pas deux barre et plus part reste sur un seule barre je sui très déçu, je vais retourner a mon ancien opérateur!;1
1211;06/08/2021;"Service client inexistant
Répondeur nécessitant un code secret, m’envoie des code par sms tous invalides.
Messagerie vocale visuelle inactivable";1
1212;05/08/2021;"Si vous pensez que Sosh c'est nul, essayer RED!
Un service client où on se permet de vous donner des leçons alors que vous souhaitez simplement avoir le service que vous payez.
Vive les opérateurs low-cost!";1
1213;05/08/2021;"Service client nul. 30 min pour me fournir le lien de résiliation pour mobiles. En effet, ils m'avaient facturé 60€ indûment alors que j'avais pris soin de leur demander conseil avant de partir en voyage. Résultat : 60€ prélevés pour un soit disant dépassement de forfait internet à l'aéroport où j'étais en transit. Lorsque je les avais appelés, ils avaient voulu me fourguer des packages mobiles pour l'étranger mais à aucun moment ils ne se sont dit : ""tiens !? ce serait bien de lui dire de ne pas oublier de désactiver les données mobiles"". Du coup je ne comprends pas le sens du mot ""service"" dans ""service client"". Et même ""client"" me semble un peu démesuré puisque je leur ai expliqué que j'allais me désabonner du mobile et de ma ligne fixe. Résultat ? Aucun. Ils s'en foutent royalement. Nous sommes des numéros à qui il faut vendre un max. J'ai du batailler des mois et des mois afin qu'ils me désinscrivent de leurs listings commerciaux. J'ai du en passer par un service gratuit du gouvernement pour qu'ils me lâchent. Les réponses du call center sont robotisées. Ces gens sont déshumanisés. Personnellement je n'ai jamais vu 92% de mécontents sur Trustpilot, c'est juste dramatique. Au final, dès mon retour en france, je me désabonne ainsi que tous les membres de ma famille pour qui je gère les lignes internet. Un petit tour vers la consurrence ne fera pas de mal";1
1214;05/08/2021;Je me suis fais écraser ma ligne par un voisin donc me voilà depuis plus de 2 semaines sans internet, et quand on a besoin d'internet pour travailler à la maison autant dire que c'est un peu inadmissible....;1
1215;05/08/2021;Je résilie chez Bouygues pour arriver chez RED de SFR il y a 10 jours en offre fixe et c'est déjà le début de l'enfer ! La box TV Connect est HS le 1er jour, une panne au déballage, ça peut arriver, mais le pire reste à venir, le service client ! Centre d'appels à Madagascar qui comprend à peine le français, ping pong entre services, infos contradictoires, déplacement en boutique SFR pour rien vu que la nouvelle box TV n'est pas encore disponible car pas distribuée en boutique. Bref, parcours de croix et nouvelle expérience client désastreuse ! Par contre, pour m'envoyer la première facture des services dont je ne peux pas encore me servir, là, pas de soucis, c'est rapide ! C'est pas cher et l'on comprend pourquoi, grosse impasse sur le service client ! Tous les canaux de communication sont verrouillés et pour les joindre, c'est un supplice ! RED veut bien dire rouge en fait, rouge comme l'enfer !;1
1216;04/08/2021;Surtout éviter un service client nul et je parle pas du service assistante a part le prix red c est nul à c… 1 mois pour s’un technicien passe pour voir le problème de ma box qui marche pas et là je viens de recevoir ma facture alors que ma box ne fonctionne pas je leurs avais déjà dit de ne pas me facturer car ma box ne fonctionne pas il vaut mieux payé un peu plus et avoir un vrai service technique et commercial;1
1217;04/08/2021;"Mon avis concerne le forfait mobile.
Le principal problème, c'est l'absence criant d'interlocuteur !
Il faut se débrouiller seul, avec les questions-réponses du forum, quel scandale !
Autre scandale qui concerne apparemment d'autres opérateurs : des paiements sur facture du forfait téléphone peuvent être directement faits sans notre consentement et sans redonner nos coordonnées bancaires !!! suite à un piratage, j'ai ainsi vu ma facture téléphonique doubler, tout ça pour payer un abonnement à un site auquel je n'avais pas souscrit !!!
Bref, changez d'opérateur !";1
1218;04/08/2021;En plus d'un réseau qui ne marche pas chez moi, on a affaire à de super conseiller qui s'énerve et vous racroche au nez de mieux en mieux.....;1
1219;03/08/2021;Mdr , je paie un forfait et un jour par semaine, véridique, j’ai pas de réseau. Je me fais donc volé tout les mois 4 jours de forfait, ce qui fais bientôt 2 mois de réseau sur une année. INCROYABLE;1
1220;01/08/2021;Jusqu'à présent, nous n'étions pas mécontents de Red mais il y a quelques mois nous avons eu une panne et ils ont mis 13 jours pour intervenir alors qu'il fallait juste remplacer le boitier optique (5 minutes d'intervention). Il y a trois jours, leur service technique pourri (et malpoli) veut me facturer 300 euros pour réparer et potentiellement déplacer la prise optique. Résultat: résiliation.;2
1221;31/07/2021;"Bonjour
Aujourd’hui je viens de résilier mon abonnement red sfr fibre ! Panne récurrente .le service technique le pire de ma vie depuis le début d internet .fuyez même à 19euro ça vaut pas la peine avec tout les problèmes et aucune écoute du support technique des menteurs qui se contredise pour gagner du temps et les mises en attentes et après plus rien ça a raccrocher …vous. Faire déplacer en agence alors que rien n a été lancé ..contradiction sur les raisons selon les interlocuteurs…ect ect je comprends les prix mais c est pas une raison pour prendre pour des idiots les clients .même pas capables de mettre à disposition une clef 4g";1
1222;31/07/2021;"Insupportable. J'ai eu un problème technique avec ma box internet, impossible de joindre qui que ce soit. Après 2h30 de tentatives j'ai eu enfin un conseiller qui me dis d'aller chez Sfr demander une clé 4G pour me dépanner et que des techniciens vont me joindre pour prendre un rendez-vous. Il n'en est rien. Personne ne m'a rappeler et voilà 2h que j'essaye de les joindre une fois chez sfr car le travail n'est pas fait correctement et mon dossier est bloqué ne leur permettant pas de me donner cette fameuse clé 4G. Je déconseille très fortement service client nul.


Update: Voilà un mois que je n'ai toujours pas internet. J'ai du dépenser au total 125€ de 4G. J'ai finalement réussi à avoir une de leur clé 4G qu'on m'a désactivé ""par erreur"" 2 jours plus tard. J'ai reçue une notification ""par erreur"" me disant que mon problème était réglé (alors que non). J'avais mon rendez-vous (pris depuis 20 jours) avec des techniciens aujourd'hui, ils ne sont pas venus ! Un réel plaisir. Je vais donc annuler tout abonnement chez eux.";1
1223;30/07/2021;Service client inexistant rien ne fonctionne vraiment bas de gamme à éviter personne pour gérer vos problèmes c'est affligeant allez donc voir ailleurs je le recommande pas red SFR;1
1224;30/07/2021;"Attention, très mauvais service. J'ai passé une première commande sans décodeur TV. Je décide finalement d'en prendre un. Pour cela, ils ne peuvent pas juste envoyer le décodeur. Vous devez vous rétracter, renvoyer la box, puis refaire une nouvelle souscription. Ce que je fais.
Depuis le 04/09, ils ont reçu la box mais me facturent 39 euros. Ils me disent qu'ils vont rembourser ces 39 euros sur la prochaine facture.
Parallèlement, ma nouvelle souscription est en suspend depuis le 26/08 (on est le 14/09). Et impossible d'annuler cette commande à partir de mon espace perso. Je tente de les contacter sur Facebook, via leur appli, par téléphone. On me trimbale de service en service et personne n'est capable d'annuler ma nouvelle souscription. Ce qui fait que je suis bloquée. J'attends une réponse du service technique aujourd'hui avant de les relancer de nouveau.";1
1225;29/07/2021;le 31 juillet 2021, alors que je suis au bord du lac de Genève (mais en FRANCE!!) je reçois un message de mon opérateur RED SFR m'informant que mon forfait est bloqué et que je serai facturée de 60€ pour dépassement de forfait. Depuis, j'ai essayé de joindre Red by SFR par tous les moyens, impossible d'avoir quelqu'un de compétent en ligne, capable de prendre en compte ma réclamation. Or je n'étais pas en Suisse à ce moment-là et n'avais de loin pas consommé mes 8Go de forfait mensuel.;1
1226;29/07/2021;La box fibre fonctionne moyen, elle déconnouille légèrement par moments mais rarement. Par contre, leur chat écrit fonctionne bien en cas de problème et leur personnel est compétent. En gros c'est pas si mal comparé aux autres.;3
1227;29/07/2021;"Très déçue. Je suis client mobile chez eux depuis des années, jamais eu de pépin, alors il y a peu j'ai souscrit à leur offre Box Très Haut Débit pour 20eur / mois.
Les techniciens sont venus installer la box chez moi et sont repartis alors qu'il n'y avait pas Internet ! Ils m'ont préconisé d'attendre, mais eux n'avaient visiblement pas la patience d'attendre sur place...
Alors, après 4 jours d'attente et autant de relances téléphoniques de ma part, je n'ai toujours pas Internet. Le SAV m'a dit qu'ils pouvaient m'envoyer un autre technicien ... dans 2 semaines. J'ai cru à une blague !
Quand j'étais chez Free et que j'avais un problème avec la fibre, un technicien venait chez moi et résolvait le problème dans les 48 heures.
N'ayant visiblement pas les mêmes standards, j'ai demandé une rétractation pour la box Red. Je préfère en effet payer plus cher et avoir la garantie que mes problèmes seront adressés dans des délais raisonnables. Je déplore en somme la réactivité de leur SAV.";1
1228;28/07/2021;"C'est marrant, je me retrouve totalement dans tous les avis négatifs postés. Depuis 3-4 mois le réseau sfr s'est clairement dégradé. Cela fait 5 ans que je suis chez eux (en box et en mobile) et je n'avais jamais eu de problème jusqu'à présent. Leur service client, comme indiqué de nombreuses fois est inutile, ils ne répondent pas aux questions, ou à côté de la plaque avec des réponses toutes faites et ne vous font aucune offre commercial.
En mobile : Cela fonctionne très mal (appels et internet). La 5G ne marche pas du tout, ou du moins n'est pas mieux que la 4G.
En box : Très mauvaise réception et malgré nos indications au service client rien ne change.
Leurs offres sont folles oui, mais quand on n'a pas de service client on peut se permettre de brader les forfaits. Ca marche tant que vous n'avez pas de problème, mais quand vous en avez, vous êtes malheureusement tout seul.
J'ai aujourd'hui fait le changement d'opérateur en voyant que rien ne changeait.";1
1229;28/07/2021;"Des voleurs.

10 ans d'ancienneté bientot 11.
Jai ete facturé de 60e en plus, car jetais a l'étranger malgré mon téléphone en mode avion.
Gest commercial aucun, mise a part une régularisation qui ne sert a rien car jai ete chez free. Avec un abonnement meilleur et 13e moins chers.

Attention ne vous faites pas avoir. Ne signer pas chez red sfr ce sont des voleurs";1
1230;28/07/2021;"Pour résumer après quelques jours de souscriptions, j'ai résilier mon abonnement. J'ai eu du hors forfait avant même avoir utilisé ma ligne et aucune réponses à mes multiples messages envoyé sur une messagerie qui le seul moyen de joindre un conseillé en cas de problèmes .
Bien que les offres soient alléchantes le service après l'abonnement est médiocre.";1
1231;27/07/2021;"Opérateur extrémement décevant et mauvais. Il ne tienne pas en compte leur parole, ce qui fait qu'ils ont menti et n'ont pas fait le remboursement pour lequel nous avions eu un accord.
Il ne réponde plus à aucuns de mes appels et retire toujours plus qu'il ne faut à chaque mois (alors que les ''options'' étaient résilier).
Je ne conseille à personne cet opérateur.";1
1232;27/07/2021;"Bonjour,
Ils ne sont pas là pour résoudre les problèmes, juste pour donner des informations de base. Si vous avez un problème, ils vous font perdre du temps en faisant des réponses hors sujet.";1
1233;27/07/2021;Trop de problèmes avec cet opérateur, impossible de récupérer mon ancien numéro de téléphone, problème au niveau de la réception et envoi des messages et en plus de ça certaine personne du service client désagréable.;2
1234;27/07/2021;"Très disponible pour effectuer une souscription d'offre mais incompétent et injoignable en ce qui concerne la résolution de problème technique ou commerciale.
Allez plutôt chez Sosh";1
